Skills,Interest,Personality,Education_Level,Recommended_Career
Photoshop; Illustrator,App Development,Social,PG,UI/UX Designer
Android; Flutter,Machine Learning,Analytical,Diploma,Mobile App Developer
Docker; Kubernetes,Data Analysis,Logical,Diploma,DevOps Engineer
Python; SQL; PowerBI,Cloud Computing,Logical,Diploma,Data Scientist
Figma; Prototyping,Cloud Computing,Social,Diploma,UI/UX Designer
TensorFlow; Python,Data Analysis,Creative,Diploma,ML Engineer
Java; Android,Designing,Social,UG,Android Developer
Azure; Cloud Security,Machine Learning,Social,Diploma,Cloud Engineer
Email Marketing; Branding,Cloud Computing,Creative,UG,Digital Marketer
Google Ads; Analytics,Designing,Social,Diploma,Digital Marketer
Photoshop; Illustrator,DevOps,Social,Diploma,UI/UX Designer
Social Media Marketing,Machine Learning,Logical,UG,Digital Marketer
Android Studio; Kotlin,DevOps,Creative,UG,Android Developer
Python; Data Analysis,Data Analysis,Creative,Diploma,Data Scientist
Java; Android,Marketing,Analytical,Diploma,Android Developer
Email Marketing; Branding,Marketing,Creative,UG,Digital Marketer
Android; Kotlin,Marketing,Creative,UG,Android Developer
Java; Spring,App Development,Social,PG,Software Engineer
Python; OOP,Cloud Computing,Creative,Diploma,Software Engineer
React Native; JavaScript,Machine Learning,Creative,PG,Mobile App Developer
Java; Android,Data Analysis,Logical,PG,Android Developer
NextJS; JavaScript,Cloud Computing,Social,UG,Web Developer
Java; Spring,Marketing,Creative,UG,Software Engineer
Java; Spring,Mobile Development,Creative,UG,Software Engineer
SEO; Content Writing,App Development,Creative,PG,Digital Marketer
React Native; JavaScript,Web Development,Analytical,UG,Mobile App Developer
Email Marketing; Branding,DevOps,Creative,PG,Digital Marketer
Android; Kotlin,Programming,Logical,UG,Android Developer
Social Media Marketing,Designing,Logical,Diploma,Digital Marketer
Android; Flutter,App Development,Logical,Diploma,Mobile App Developer
Canva; UI Design,Mobile Development,Logical,PG,UI/UX Designer
Canva; UI Design,Cloud Computing,Logical,UG,UI/UX Designer
Android Studio; Kotlin,App Development,Creative,UG,Android Developer
PyTorch; Neural Networks,Data Analysis,Analytical,PG,ML Engineer
Azure; Cloud Security,Programming,Creative,PG,Cloud Engineer
Flutter; Dart,Designing,Logical,UG,Mobile App Developer
Statistics; Python,DevOps,Creative,Diploma,Data Scientist
Docker; Kubernetes,App Development,Social,Diploma,DevOps Engineer
GCP; Cloud Architecture,Designing,Analytical,PG,Cloud Engineer
Flutter; Dart,Marketing,Social,Diploma,Mobile App Developer
Deep Learning; Python,DevOps,Creative,PG,ML Engineer
C++; DSA,Machine Learning,Creative,UG,Software Engineer
SEO; Content Writing,Data Analysis,Analytical,UG,Digital Marketer
Java; Android,App Development,Social,UG,Android Developer
GCP; Cloud Architecture,DevOps,Social,PG,Cloud Engineer
MERN Stack,Designing,Logical,PG,Web Developer
Azure; Cloud Security,Cloud Computing,Creative,PG,Cloud Engineer
AWS; Cloud,Programming,Analytical,PG,Cloud Engineer
Java; Android,Marketing,Analytical,UG,Android Developer
Statistics; Python,DevOps,Creative,PG,Data Scientist
Photoshop; Illustrator,Web Development,Creative,Diploma,UI/UX Designer
Linux; Bash; DevOps,Cloud Computing,Logical,UG,DevOps Engineer
Docker; Kubernetes,Mobile Development,Creative,PG,DevOps Engineer
Flutter; Dart,Web Development,Social,UG,Mobile App Developer
Python; ML Algorithms,Marketing,Social,Diploma,ML Engineer
Photoshop; Illustrator,Programming,Analytical,UG,UI/UX Designer
Android; Kotlin,Marketing,Analytical,Diploma,Android Developer
React; NodeJS,Designing,Social,PG,Web Developer
Azure; Cloud Security,Programming,Social,UG,Cloud Engineer
Wireframing; User Research,App Development,Logical,PG,UI/UX Designer
Android Studio; Kotlin,Data Analysis,Logical,Diploma,Android Developer
Git; GitHub,Machine Learning,Creative,UG,Software Engineer
React Native; JavaScript,Programming,Logical,UG,Mobile App Developer
C++; DSA,Programming,Social,Diploma,Software Engineer
Java; Spring,Web Development,Social,PG,Software Engineer
Python; OOP,Mobile Development,Analytical,Diploma,Software Engineer
Android; Flutter,Designing,Logical,PG,Mobile App Developer
React Native; JavaScript,Machine Learning,Analytical,UG,Mobile App Developer
Canva; UI Design,Cloud Computing,Analytical,UG,UI/UX Designer
React; NodeJS,Designing,Creative,Diploma,Web Developer
React; NodeJS,Programming,Logical,UG,Web Developer
Java; Spring,Data Analysis,Social,PG,Software Engineer
Social Media Marketing,Cloud Computing,Social,Diploma,Digital Marketer
GCP; Cloud Architecture,Web Development,Logical,PG,Cloud Engineer
Canva; UI Design,Data Analysis,Analytical,UG,UI/UX Designer
GCP; Cloud Architecture,Web Development,Creative,PG,Cloud Engineer
Wireframing; User Research,Machine Learning,Logical,PG,UI/UX Designer
Android; Flutter,Marketing,Logical,PG,Mobile App Developer
Android Studio; Kotlin,Mobile Development,Creative,Diploma,Android Developer
Java; Android,Marketing,Analytical,PG,Android Developer
Azure; Cloud Security,Marketing,Social,UG,Cloud Engineer
PyTorch; Neural Networks,Web Development,Analytical,UG,ML Engineer
C++; DSA,DevOps,Analytical,PG,Software Engineer
GCP; Cloud Architecture,Designing,Creative,Diploma,Cloud Engineer
PyTorch; Neural Networks,Machine Learning,Social,Diploma,ML Engineer
React Native; JavaScript,Designing,Creative,PG,Mobile App Developer
Java; Android,DevOps,Social,UG,Android Developer
Machine Learning; Python,Machine Learning,Logical,PG,Data Scientist
PyTorch; Neural Networks,Designing,Logical,Diploma,ML Engineer
Docker; Kubernetes,Web Development,Social,PG,DevOps Engineer
MERN Stack,App Development,Logical,PG,Web Developer
React Native; JavaScript,App Development,Creative,Diploma,Mobile App Developer
Wireframing; User Research,Cloud Computing,Social,Diploma,UI/UX Designer
Flutter; Dart,Cloud Computing,Logical,PG,Mobile App Developer
Java; Android,Web Development,Social,Diploma,Android Developer
Git; GitHub,Web Development,Logical,Diploma,Software Engineer
HTML; CSS; JavaScript,App Development,Creative,UG,Web Developer
Canva; UI Design,Marketing,Analytical,PG,UI/UX Designer
MERN Stack,Designing,Logical,Diploma,Web Developer
Java; Android,Cloud Computing,Creative,PG,Android Developer
Python; SQL; PowerBI,Programming,Logical,UG,Data Scientist
React; NodeJS,Marketing,Social,UG,Web Developer
CI/CD; Jenkins,Programming,Analytical,Diploma,DevOps Engineer
Android Studio; Kotlin,Designing,Social,UG,Android Developer
SEO; Content Writing,Mobile Development,Analytical,UG,Digital Marketer
React; NodeJS,Marketing,Social,UG,Web Developer
TensorFlow; Python,Programming,Social,UG,ML Engineer
Flutter; Dart,App Development,Analytical,UG,Mobile App Developer
Figma; Prototyping,Marketing,Analytical,PG,UI/UX Designer
Machine Learning; Python,Marketing,Social,Diploma,Data Scientist
Python; Data Analysis,Data Analysis,Social,PG,Data Scientist
React; NodeJS,Cloud Computing,Social,Diploma,Web Developer
GCP; Cloud Architecture,Designing,Creative,Diploma,Cloud Engineer
Python; ML Algorithms,Web Development,Analytical,PG,ML Engineer
Deep Learning; Python,Designing,Analytical,PG,ML Engineer
Python; SQL; PowerBI,Web Development,Logical,UG,Data Scientist
PyTorch; Neural Networks,Web Development,Logical,Diploma,ML Engineer
Deep Learning; Python,DevOps,Analytical,Diploma,ML Engineer
MERN Stack,Mobile Development,Creative,UG,Web Developer
Deep Learning; Python,Marketing,Social,Diploma,ML Engineer
CI/CD; Jenkins,Programming,Creative,Diploma,DevOps Engineer
Canva; UI Design,Marketing,Logical,Diploma,UI/UX Designer
Python; ML Algorithms,Designing,Social,UG,ML Engineer
Android; Kotlin,Web Development,Logical,PG,Android Developer
Photoshop; Illustrator,DevOps,Social,Diploma,UI/UX Designer
Android Studio; Kotlin,Programming,Creative,PG,Android Developer
NextJS; JavaScript,Marketing,Social,Diploma,Web Developer
NextJS; JavaScript,Web Development,Analytical,UG,Web Developer
AWS; Cloud,App Development,Creative,PG,Cloud Engineer
AWS; Cloud,Web Development,Social,PG,Cloud Engineer
Statistics; Python,Programming,Logical,PG,Data Scientist
Python; Data Analysis,Machine Learning,Analytical,UG,Data Scientist
Python; SQL; PowerBI,App Development,Social,UG,Data Scientist
Android Studio; Kotlin,Mobile Development,Logical,Diploma,Android Developer
Python; ML Algorithms,Web Development,Analytical,PG,ML Engineer
Android; Kotlin,Designing,Social,Diploma,Android Developer
CI/CD; Jenkins,Data Analysis,Logical,Diploma,DevOps Engineer
AWS; Cloud,Data Analysis,Creative,UG,Cloud Engineer
Android; Flutter,Programming,Analytical,Diploma,Mobile App Developer
React Native; JavaScript,Programming,Analytical,Diploma,Mobile App Developer
Machine Learning; Python,Data Analysis,Creative,PG,Data Scientist
Python; OOP,Web Development,Logical,UG,Software Engineer
Git; GitHub,App Development,Creative,UG,Software Engineer
Android; Flutter,Data Analysis,Logical,PG,Mobile App Developer
React Native; JavaScript,DevOps,Analytical,PG,Mobile App Developer
Python; OOP,Marketing,Logical,UG,Software Engineer
Azure; Cloud Security,Programming,Analytical,Diploma,Cloud Engineer
Python; Pandas; NumPy,Programming,Social,UG,Data Scientist
MERN Stack,Web Development,Analytical,PG,Web Developer
C++; DSA,Mobile Development,Creative,PG,Software Engineer
Android; Kotlin,Mobile Development,Analytical,Diploma,Android Developer
Azure; Cloud Security,DevOps,Analytical,Diploma,Cloud Engineer
Docker; Kubernetes,Cloud Computing,Creative,Diploma,DevOps Engineer
GCP; Cloud Architecture,DevOps,Analytical,Diploma,Cloud Engineer
Wireframing; User Research,Marketing,Creative,PG,UI/UX Designer
SEO; Content Writing,Data Analysis,Analytical,UG,Digital Marketer
Azure; Cloud Security,Cloud Computing,Social,UG,Cloud Engineer
AWS; Cloud,Marketing,Analytical,PG,Cloud Engineer
MERN Stack,Web Development,Social,Diploma,Web Developer
Flutter; Dart,Marketing,Creative,Diploma,Mobile App Developer
Google Ads; Analytics,DevOps,Social,PG,Digital Marketer
Deep Learning; Python,Designing,Social,PG,ML Engineer
Python; ML Algorithms,Designing,Social,UG,ML Engineer
Android; Kotlin,Cloud Computing,Creative,Diploma,Android Developer
MERN Stack,Programming,Analytical,PG,Web Developer
Android; Kotlin,Programming,Logical,Diploma,Android Developer
Deep Learning; Python,DevOps,Logical,Diploma,ML Engineer
Linux; Bash; DevOps,Data Analysis,Analytical,PG,DevOps Engineer
TensorFlow; Python,Mobile Development,Logical,UG,ML Engineer
Android Studio; Kotlin,Mobile Development,Creative,Diploma,Android Developer
Google Ads; Analytics,Mobile Development,Creative,PG,Digital Marketer
Android; Kotlin,Designing,Creative,UG,Android Developer
Canva; UI Design,Data Analysis,Creative,UG,UI/UX Designer
Python; Data Analysis,Mobile Development,Logical,UG,Data Scientist
Python; OOP,DevOps,Logical,Diploma,Software Engineer
React Native; JavaScript,Web Development,Analytical,PG,Mobile App Developer
Photoshop; Illustrator,App Development,Analytical,UG,UI/UX Designer
Android; Kotlin,Marketing,Social,UG,Android Developer
Python; OOP,App Development,Creative,UG,Software Engineer
Docker; Kubernetes,Designing,Creative,Diploma,DevOps Engineer
Java; Android,Programming,Social,PG,Android Developer
Docker; Kubernetes,App Development,Creative,Diploma,DevOps Engineer
Java; Android,Web Development,Logical,Diploma,Android Developer
TensorFlow; Python,App Development,Social,UG,ML Engineer
Statistics; Python,DevOps,Analytical,Diploma,Data Scientist
Email Marketing; Branding,Marketing,Analytical,Diploma,Digital Marketer
Google Ads; Analytics,App Development,Logical,UG,Digital Marketer
React; NodeJS,Programming,Logical,PG,Web Developer
React Native; JavaScript,Programming,Creative,PG,Mobile App Developer
Android Studio; Kotlin,Designing,Logical,PG,Android Developer
Canva; UI Design,App Development,Social,PG,UI/UX Designer
GCP; Cloud Architecture,Programming,Creative,UG,Cloud Engineer
Machine Learning; Python,Programming,Analytical,PG,Data Scientist
Linux; Bash; DevOps,DevOps,Social,UG,DevOps Engineer
Google Ads; Analytics,Designing,Analytical,UG,Digital Marketer
Python; Pandas; NumPy,Data Analysis,Creative,PG,Data Scientist
GCP; Cloud Architecture,Designing,Creative,UG,Cloud Engineer
Figma; Prototyping,App Development,Creative,PG,UI/UX Designer
Java; Android,Data Analysis,Creative,PG,Android Developer
GCP; Cloud Architecture,Designing,Creative,UG,Cloud Engineer
Docker; Kubernetes,DevOps,Logical,Diploma,DevOps Engineer
AWS; Cloud,Mobile Development,Analytical,Diploma,Cloud Engineer
Android; Flutter,Data Analysis,Logical,Diploma,Mobile App Developer
React Native; JavaScript,Cloud Computing,Analytical,PG,Mobile App Developer
Python; ML Algorithms,DevOps,Analytical,Diploma,ML Engineer
Azure; Cloud Security,Web Development,Logical,UG,Cloud Engineer
Flutter; Dart,Web Development,Analytical,UG,Mobile App Developer
Python; Data Analysis,Designing,Social,PG,Data Scientist
Python; ML Algorithms,App Development,Creative,UG,ML Engineer
GCP; Cloud Architecture,Web Development,Logical,Diploma,Cloud Engineer
Python; Pandas; NumPy,Mobile Development,Creative,UG,Data Scientist
PyTorch; Neural Networks,Designing,Social,PG,ML Engineer
Wireframing; User Research,App Development,Creative,UG,UI/UX Designer
Python; ML Algorithms,Mobile Development,Analytical,PG,ML Engineer
Python; Data Analysis,Data Analysis,Creative,UG,Data Scientist
Azure; Cloud Security,Machine Learning,Analytical,Diploma,Cloud Engineer
Python; OOP,App Development,Logical,Diploma,Software Engineer
HTML; CSS; JavaScript,Mobile Development,Logical,Diploma,Web Developer
Python; SQL; PowerBI,Programming,Logical,UG,Data Scientist
Wireframing; User Research,Designing,Analytical,UG,UI/UX Designer
Statistics; Python,Designing,Analytical,PG,Data Scientist
Android; Kotlin,Mobile Development,Analytical,Diploma,Android Developer
Python; Data Analysis,Designing,Creative,Diploma,Data Scientist
Flutter; Dart,Web Development,Social,UG,Mobile App Developer
NextJS; JavaScript,Cloud Computing,Creative,UG,Web Developer
Figma; Prototyping,DevOps,Creative,UG,UI/UX Designer
Python; Pandas; NumPy,DevOps,Social,Diploma,Data Scientist
Android Studio; Kotlin,Mobile Development,Logical,UG,Android Developer
Python; SQL; PowerBI,DevOps,Logical,Diploma,Data Scientist
Azure; Cloud Security,Cloud Computing,Social,Diploma,Cloud Engineer
SEO; Content Writing,App Development,Analytical,Diploma,Digital Marketer
Java; Android,Data Analysis,Creative,Diploma,Android Developer
Google Ads; Analytics,Mobile Development,Social,UG,Digital Marketer
Java; Spring,Mobile Development,Creative,Diploma,Software Engineer
Figma; Prototyping,Marketing,Creative,Diploma,UI/UX Designer
Android; Kotlin,Marketing,Analytical,UG,Android Developer
PyTorch; Neural Networks,Programming,Logical,Diploma,ML Engineer
Photoshop; Illustrator,Marketing,Logical,PG,UI/UX Designer
Machine Learning; Python,Machine Learning,Logical,Diploma,Data Scientist
Azure; Cloud Security,Marketing,Logical,Diploma,Cloud Engineer
Azure; Cloud Security,Web Development,Creative,UG,Cloud Engineer
GCP; Cloud Architecture,Web Development,Logical,UG,Cloud Engineer
Android; Kotlin,Designing,Social,UG,Android Developer
Java; Spring,Machine Learning,Creative,PG,Software Engineer
Photoshop; Illustrator,Web Development,Social,PG,UI/UX Designer
HTML; CSS; JavaScript,Web Development,Analytical,PG,Web Developer
Python; Pandas; NumPy,Web Development,Social,UG,Data Scientist
C++; DSA,App Development,Analytical,PG,Software Engineer
Flutter; Dart,Designing,Creative,Diploma,Mobile App Developer
Android; Kotlin,Data Analysis,Creative,Diploma,Android Developer
Statistics; Python,Data Analysis,Analytical,UG,Data Scientist
Python; Data Analysis,Programming,Logical,UG,Data Scientist
React Native; JavaScript,DevOps,Analytical,Diploma,Mobile App Developer
Python; Data Analysis,Web Development,Logical,UG,Data Scientist
Photoshop; Illustrator,Mobile Development,Analytical,UG,UI/UX Designer
Python; Pandas; NumPy,Marketing,Social,Diploma,Data Scientist
PyTorch; Neural Networks,Data Analysis,Creative,Diploma,ML Engineer
Linux; Bash; DevOps,DevOps,Social,UG,DevOps Engineer
Docker; Kubernetes,DevOps,Analytical,Diploma,DevOps Engineer
React; NodeJS,Cloud Computing,Creative,Diploma,Web Developer
Docker; Kubernetes,Designing,Social,UG,DevOps Engineer
Python; OOP,Designing,Creative,UG,Software Engineer
React; NodeJS,Mobile Development,Social,UG,Web Developer
Java; Android,Cloud Computing,Creative,Diploma,Android Developer
Android Studio; Kotlin,Web Development,Social,PG,Android Developer
Figma; Prototyping,Web Development,Creative,PG,UI/UX Designer
React Native; JavaScript,DevOps,Creative,Diploma,Mobile App Developer
C++; DSA,Programming,Social,UG,Software Engineer
PyTorch; Neural Networks,Machine Learning,Logical,PG,ML Engineer
CI/CD; Jenkins,Machine Learning,Social,PG,DevOps Engineer
Photoshop; Illustrator,Mobile Development,Creative,Diploma,UI/UX Designer
GCP; Cloud Architecture,App Development,Logical,PG,Cloud Engineer
AWS; Cloud,DevOps,Analytical,UG,Cloud Engineer
Java; Spring,Programming,Creative,Diploma,Software Engineer
Figma; Prototyping,App Development,Analytical,Diploma,UI/UX Designer
